name,sqftband,psfband_pred
sck ville,"(1.0, 1.5]","(1.0, 2.0]"
scotts 28,"(1.0, 1.5]","(2.0, 3.0]"
scotts 28,"(2.0, 2.5]","(3.0, 4.0]"
scotts highpark,"(1.5, 2.0]","(2.0, 3.0]"
scotts highpark,"(4.0, 5.0]","(2.0, 3.0]"
scotts highpark,"(5.0, 15.0]","(2.0, 3.0]"
scotts square,"(0.0, 1.0]","(3.0, 4.0]"
scotts square,"(1.0, 1.5]","(4.0, 5.0]"
sculptura ardmore,"(2.5, 3.0]","(5.0, 6.5]"
sculptura ardmore,"(3.0, 4.0]","(5.0, 6.5]"
sculptura ardmore,"(5.0, 15.0]","(6.5, 8.6]"
sea esta,"(0.0, 1.0]","(1.0, 2.0]"
sea esta,"(1.0, 1.5]","(1.0, 2.0]"
sea horizon,"(1.0, 1.5]","(1.0, 2.0]"
sea horizon,"(1.5, 2.0]","(1.0, 2.0]"
seahill,"(0.0, 1.0]","(1.0, 2.0]"
seahill,"(1.0, 1.5]","(1.0, 2.0]"
seahill,"(3.0, 4.0]","(1.0, 2.0]"
seascape,"(2.0, 2.5]","(2.0, 3.0]"
seascape,"(2.5, 3.0]","(2.0, 3.0]"
seascape,"(3.0, 4.0]","(2.0, 3.0]"
seascape,"(4.0, 5.0]","(2.0, 3.0]"
seascape,"(5.0, 15.0]","(3.0, 4.0]"
seaside residences,"(0.0, 1.0]","(2.0, 3.0]"
seaside residences,"(3.0, 4.0]","(5.0, 6.5]"
seasons park,"(1.0, 1.5]","(1.0, 2.0]"
seasons park,"(2.5, 3.0]","(1.0, 2.0]"
seasons view,"(1.0, 1.5]","(1.0, 2.0]"
seastrand,"(0.0, 1.0]","(1.0, 2.0]"
seastrand,"(1.0, 1.5]","(1.0, 2.0]"
seletar park residence,"(0.0, 1.0]","(1.0, 2.0]"
seletar park residence,"(1.0, 1.5]","(1.0, 2.0]"
seletar park residence,"(1.5, 2.0]","(1.0, 2.0]"
seletar park residence,"(2.0, 2.5]","(1.0, 2.0]"
seletar springs condominium,"(0.0, 1.0]","(0.0, 1.0]"
seletar springs condominium,"(1.0, 1.5]","(0.0, 1.0]"
seletar springs condominium,"(2.0, 2.5]","(1.0, 2.0]"
seletaris,"(1.0, 1.5]","(1.0, 2.0]"
seletaris,"(1.5, 2.0]","(1.0, 2.0]"
sembawang cottage,"(1.0, 1.5]","(0.0, 1.0]"
sengkang grand residences,"(0.0, 1.0]","(1.0, 2.0]"
sengkang grand residences,"(1.0, 1.5]","(1.0, 2.0]"
sennett estate,"(0.0, 1.0]","(1.0, 2.0]"
sennett residence,"(0.0, 1.0]","(1.0, 2.0]"
sennett residence,"(1.0, 1.5]","(1.0, 2.0]"
sennett residence,"(3.0, 4.0]","(1.0, 2.0]"
serangoon north avenue 1,"(0.0, 1.0]","(1.0, 2.0]"
serangoon north avenue 1,"(1.0, 1.5]","(1.0, 2.0]"
serangoon road,"(0.0, 1.0]","(1.0, 2.0]"
seraya breeze,"(1.0, 1.5]","(1.0, 2.0]"
seraya residences,"(1.0, 1.5]","(1.0, 2.0]"
seraya ville,"(1.0, 1.5]","(1.0, 2.0]"
serenity breeze,"(0.0, 1.0]","(1.0, 2.0]"
serenity park,"(1.0, 1.5]","(1.0, 2.0]"
serenity park,"(1.5, 2.0]","(1.0, 2.0]"
setia residences,"(3.0, 4.0]","(2.0, 3.0]"
seven palms sentosa cove,"(2.0, 2.5]","(4.0, 5.0]"
seven palms sentosa cove,"(2.5, 3.0]","(3.0, 4.0]"
seven palms sentosa cove,"(4.0, 5.0]","(4.0, 5.0]"
seventy saint patrick's,"(0.0, 1.0]","(2.0, 3.0]"
seventy saint patrick's,"(1.0, 1.5]","(2.0, 3.0]"
shanghai one,"(0.0, 1.0]","(2.0, 3.0]"
shelford 23,"(1.5, 2.0]","(1.0, 2.0]"
shelford suites,"(1.0, 1.5]","(2.0, 3.0]"
shelford suites,"(2.5, 3.0]","(1.0, 2.0]"
shenton way,"(0.0, 1.0]","(2.0, 3.0]"
shenton way,"(1.0, 1.5]","(2.0, 3.0]"
shenton way,"(1.5, 2.0]","(2.0, 3.0]"
shenton way,"(5.0, 15.0]","(3.0, 4.0]"
sherwood towers,"(1.5, 2.0]","(0.0, 1.0]"
shiro,"(0.0, 1.0]","(1.0, 2.0]"
siglap v,"(0.0, 1.0]","(1.0, 2.0]"
siglap v,"(1.0, 1.5]","(1.0, 2.0]"
signature at lewis,"(0.0, 1.0]","(2.0, 3.0]"
signature at yishun,"(0.0, 1.0]","(1.0, 2.0]"
signature at yishun,"(1.0, 1.5]","(1.0, 2.0]"
signature park,"(1.0, 1.5]","(1.0, 2.0]"
silverscape,"(0.0, 1.0]","(1.0, 2.0]"
silversea,"(0.0, 1.0]","(2.0, 3.0]"
silversea,"(1.0, 1.5]","(2.0, 3.0]"
silversea,"(1.5, 2.0]","(2.0, 3.0]"
silversea,"(2.0, 2.5]","(2.0, 3.0]"
silversea,"(2.5, 3.0]","(2.0, 3.0]"
silversea,"(3.0, 4.0]","(3.0, 4.0]"
silversea,"(4.0, 5.0]","(2.0, 3.0]"
simei green condominium,"(0.0, 1.0]","(1.0, 2.0]"
simei green condominium,"(1.0, 1.5]","(0.0, 1.0]"
simei green condominium,"(1.5, 2.0]","(0.0, 1.0]"
simon lane,"(0.0, 1.0]","(1.0, 2.0]"
simon lane,"(1.0, 1.5]","(1.0, 2.0]"
simon lane,"(1.5, 2.0]","(1.0, 2.0]"
sims dorado,"(0.0, 1.0]","(1.0, 2.0]"
sims edge,"(0.0, 1.0]","(2.0, 3.0]"
sims edge,"(1.0, 1.5]","(1.0, 2.0]"
sims green,"(1.0, 1.5]","(1.0, 2.0]"
sims residences,"(1.0, 1.5]","(0.0, 1.0]"
sims residences,"(1.5, 2.0]","(1.0, 2.0]"
sims urban oasis,"(0.0, 1.0]","(1.0, 2.0]"
sims urban oasis,"(1.0, 1.5]","(1.0, 2.0]"
sims urban oasis,"(1.5, 2.0]","(1.0, 2.0]"
simsville,"(1.0, 1.5]","(1.0, 2.0]"
sin ming plaza,"(1.0, 1.5]","(1.0, 2.0]"
sin ming plaza,"(2.0, 2.5]","(1.0, 2.0]"
sing avenue,"(1.0, 1.5]","(1.0, 2.0]"
sing joo walk,"(1.0, 1.5]","(1.0, 2.0]"
sing lian building,"(5.0, 15.0]","(0.0, 1.0]"
singa hills,"(0.0, 1.0]","(1.0, 2.0]"
sixteen35 residences,"(0.0, 1.0]","(1.0, 2.0]"
skies miltonia,"(0.0, 1.0]","(1.0, 2.0]"
skies miltonia,"(1.0, 1.5]","(1.0, 2.0]"
skies miltonia,"(2.5, 3.0]","(1.0, 2.0]"
skies miltonia,"(3.0, 4.0]","(1.0, 2.0]"
sky everton,"(0.0, 1.0]","(2.0, 3.0]"
sky everton,"(1.0, 1.5]","(3.0, 4.0]"
sky everton,"(1.5, 2.0]","(3.0, 4.0]"
sky everton,"(2.0, 2.5]","(3.0, 4.0]"
sky green,"(0.0, 1.0]","(1.0, 2.0]"
sky green,"(1.0, 1.5]","(1.0, 2.0]"
sky green,"(2.0, 2.5]","(1.0, 2.0]"
sky habitat,"(0.0, 1.0]","(1.0, 2.0]"
sky habitat,"(1.0, 1.5]","(1.0, 2.0]"
sky habitat,"(1.5, 2.0]","(1.0, 2.0]"
sky habitat,"(3.0, 4.0]","(1.0, 2.0]"
sky vue,"(0.0, 1.0]","(2.0, 3.0]"
sky vue,"(1.0, 1.5]","(2.0, 3.0]"
sky vue,"(2.0, 2.5]","(1.0, 2.0]"
sky@eleven,"(2.0, 2.5]","(2.0, 3.0]"
sky@eleven,"(2.5, 3.0]","(2.0, 3.0]"
sky@eleven,"(5.0, 15.0]","(2.0, 3.0]"
skyline @ orchard boulevard,"(1.0, 1.5]","(5.0, 6.5]"
skyline @ orchard boulevard,"(1.5, 2.0]","(4.0, 5.0]"
skyline @ orchard boulevard,"(2.0, 2.5]","(4.0, 5.0]"
skyline @ orchard boulevard,"(3.0, 4.0]","(4.0, 5.0]"
skyline @ orchard boulevard,"(5.0, 15.0]","(5.0, 6.5]"
skyline residences,"(0.0, 1.0]","(2.0, 3.0]"
skyline residences,"(1.0, 1.5]","(2.0, 3.0]"
skyline residences,"(1.5, 2.0]","(2.0, 3.0]"
skypark residences,"(1.0, 1.5]","(1.0, 2.0]"
skypark residences,"(1.5, 2.0]","(1.0, 2.0]"
skysuites 17,"(0.0, 1.0]","(1.0, 2.0]"
skysuites@anson,"(0.0, 1.0]","(2.0, 3.0]"
skysuites@anson,"(1.0, 1.5]","(2.0, 3.0]"
sloane residences,"(0.0, 1.0]","(3.0, 4.0]"
sloane residences,"(1.0, 1.5]","(3.0, 4.0]"
sloane residences,"(2.5, 3.0]","(3.0, 4.0]"
smart suites,"(0.0, 1.0]","(1.0, 2.0]"
smart suites,"(1.0, 1.5]","(1.0, 2.0]"
soho 188,"(0.0, 1.0]","(1.0, 2.0]"
soho @ farrer,"(0.0, 1.0]","(1.0, 2.0]"
sol acres,"(0.0, 1.0]","(1.0, 2.0]"
sol acres,"(1.0, 1.5]","(0.0, 1.0]"
soleil @ sinaran,"(0.0, 1.0]","(2.0, 3.0]"
soleil @ sinaran,"(1.0, 1.5]","(2.0, 3.0]"
soleil @ sinaran,"(1.5, 2.0]","(2.0, 3.0]"
sommerville park,"(2.5, 3.0]","(2.0, 3.0]"
sommerville park,"(4.0, 5.0]","(2.0, 3.0]"
sophia 98,"(0.0, 1.0]","(2.0, 3.0]"
sophia hills,"(0.0, 1.0]","(2.0, 3.0]"
sophia hills,"(1.0, 1.5]","(2.0, 3.0]"
sophia hills,"(1.5, 2.0]","(2.0, 3.0]"
sophia residence,"(0.0, 1.0]","(2.0, 3.0]"
sophia residence,"(1.0, 1.5]","(2.0, 3.0]"
sophia residence,"(1.5, 2.0]","(1.0, 2.0]"
sophia residence,"(2.5, 3.0]","(1.0, 2.0]"
sophia road,"(0.0, 1.0]","(2.0, 3.0]"
south beach residences,"(0.0, 1.0]","(3.0, 4.0]"
south beach residences,"(1.0, 1.5]","(3.0, 4.0]"
south beach residences,"(1.5, 2.0]","(3.0, 4.0]"
south beach residences,"(2.0, 2.5]","(3.0, 4.0]"
south beach residences,"(2.5, 3.0]","(3.0, 4.0]"
south beach residences,"(3.0, 4.0]","(4.0, 5.0]"
south beach residences,"(4.0, 5.0]","(4.0, 5.0]"
south beach residences,"(5.0, 15.0]","(4.0, 5.0]"
southbank,"(0.0, 1.0]","(2.0, 3.0]"
space @ kovan,"(0.0, 1.0]","(1.0, 2.0]"
spanish village,"(0.0, 1.0]","(2.0, 3.0]"
spazio @ kovan,"(0.0, 1.0]","(1.0, 2.0]"
spazio @ kovan,"(1.0, 1.5]","(1.0, 2.0]"
spottiswoode 18,"(0.0, 1.0]","(2.0, 3.0]"
spottiswoode 18,"(1.0, 1.5]","(2.0, 3.0]"
spottiswoode park,"(0.0, 1.0]","(1.0, 2.0]"
spottiswoode park,"(1.0, 1.5]","(1.0, 2.0]"
spottiswoode residences,"(0.0, 1.0]","(2.0, 3.0]"
spottiswoode residences,"(1.0, 1.5]","(1.0, 2.0]"
spottiswoode residences,"(2.5, 3.0]","(2.0, 3.0]"
spottiswoode suites,"(0.0, 1.0]","(2.0, 3.0]"
spring @ langsat,"(0.0, 1.0]","(1.0, 2.0]"
spring grove,"(1.0, 1.5]","(1.0, 2.0]"
spring grove,"(1.5, 2.0]","(1.0, 2.0]"
springdale condominium,"(1.0, 1.5]","(1.0, 2.0]"
stadia,"(0.0, 1.0]","(1.0, 2.0]"
starlight suites,"(0.0, 1.0]","(2.0, 3.0]"
starlight suites,"(1.5, 2.0]","(2.0, 3.0]"
starlight suites,"(2.0, 2.5]","(1.0, 2.0]"
starlight suites,"(3.0, 4.0]","(1.0, 2.0]"
stars of kovan,"(0.0, 1.0]","(1.0, 2.0]"
stellar rv,"(0.0, 1.0]","(2.0, 3.0]"
stevens loft,"(1.0, 1.5]","(1.0, 2.0]"
stevens loft,"(2.0, 2.5]","(1.0, 2.0]"
stevens suites,"(0.0, 1.0]","(1.0, 2.0]"
stevens suites,"(1.0, 1.5]","(2.0, 3.0]"
still 123,"(1.0, 1.5]","(1.0, 2.0]"
stillz residence,"(1.0, 1.5]","(1.0, 2.0]"
stirling residences,"(0.0, 1.0]","(2.0, 3.0]"
stirling residences,"(1.0, 1.5]","(1.0, 2.0]"
stirling residences,"(1.5, 2.0]","(1.0, 2.0]"
straits mansions,"(1.0, 1.5]","(2.0, 3.0]"
straits residences,"(0.0, 1.0]","(1.0, 2.0]"
strata,"(0.0, 1.0]","(2.0, 3.0]"
strata,"(4.0, 5.0]","(1.0, 2.0]"
stratford court,"(1.5, 2.0]","(0.0, 1.0]"
stratum,"(0.0, 1.0]","(1.0, 2.0]"
stratum,"(1.0, 1.5]","(1.0, 2.0]"
studio 3,"(0.0, 1.0]","(2.0, 3.0]"
studio 3,"(1.0, 1.5]","(1.0, 2.0]"
studio8,"(0.0, 1.0]","(1.0, 2.0]"
sturdee residences,"(0.0, 1.0]","(2.0, 3.0]"
sturdee residences,"(1.0, 1.5]","(2.0, 3.0]"
sturdee view,"(1.0, 1.5]","(1.0, 2.0]"
suites 123,"(0.0, 1.0]","(1.0, 2.0]"
suites 28,"(0.0, 1.0]","(1.0, 2.0]"
suites @ amber,"(0.0, 1.0]","(2.0, 3.0]"
suites @ eastcoast,"(0.0, 1.0]","(1.0, 2.0]"
suites @ eastcoast,"(1.0, 1.5]","(1.0, 2.0]"
suites @ eunos,"(0.0, 1.0]","(1.0, 2.0]"
suites @ guillemard,"(0.0, 1.0]","(1.0, 2.0]"
suites @ kovan,"(1.0, 1.5]","(1.0, 2.0]"
suites @ newton,"(0.0, 1.0]","(2.0, 3.0]"
suites @ owen,"(0.0, 1.0]","(1.0, 2.0]"
suites @ paya lebar,"(0.0, 1.0]","(1.0, 2.0]"
suites @ paya lebar,"(1.0, 1.5]","(1.0, 2.0]"
suites @ shrewsbury,"(0.0, 1.0]","(1.0, 2.0]"
suites @ sims,"(0.0, 1.0]","(1.0, 2.0]"
suites @ surrey,"(0.0, 1.0]","(2.0, 3.0]"
suites @ topaz,"(0.0, 1.0]","(1.0, 2.0]"
suites @ topaz,"(1.0, 1.5]","(1.0, 2.0]"
suites at orchard,"(0.0, 1.0]","(2.0, 3.0]"
suites at orchard,"(1.0, 1.5]","(2.0, 3.0]"
suites de laurel,"(0.0, 1.0]","(1.0, 2.0]"
sultan gate place,"(1.0, 1.5]","(1.0, 2.0]"
sumang walk,"(0.0, 1.0]","(1.0, 2.0]"
summer scent,"(0.0, 1.0]","(1.0, 2.0]"
summerdale,"(1.0, 1.5]","(0.0, 1.0]"
summerdale,"(1.5, 2.0]","(0.0, 1.0]"
summerhill,"(1.0, 1.5]","(1.0, 2.0]"
summerhill,"(1.5, 2.0]","(1.0, 2.0]"
sunglade,"(0.0, 1.0]","(1.0, 2.0]"
sunhaven,"(1.0, 1.5]","(1.0, 2.0]"
sunhaven,"(1.5, 2.0]","(1.0, 2.0]"
sunny lodge,"(0.0, 1.0]","(1.0, 2.0]"
sunny palms,"(1.0, 1.5]","(1.0, 2.0]"
sunny parc,"(0.0, 1.0]","(1.0, 2.0]"
sunrise gardens,"(0.0, 1.0]","(1.0, 2.0]"
sunrise gardens,"(1.0, 1.5]","(0.0, 1.0]"
sunshine grandeur,"(0.0, 1.0]","(1.0, 2.0]"
sunshine lodge,"(0.0, 1.0]","(1.0, 2.0]"
sunshine plaza,"(0.0, 1.0]","(1.0, 2.0]"
sunshine plaza,"(1.0, 1.5]","(1.0, 2.0]"
sunshine plaza,"(1.5, 2.0]","(1.0, 2.0]"
sunville,"(1.0, 1.5]","(1.0, 2.0]"
swiss view,"(3.0, 4.0]","(1.0, 2.0]"
sycamore tree,"(0.0, 1.0]","(2.0, 3.0]"
symphony heights,"(0.0, 1.0]","(1.0, 2.0]"
symphony heights,"(1.0, 1.5]","(1.0, 2.0]"
symphony suites,"(0.0, 1.0]","(1.0, 2.0]"
symphony suites,"(1.0, 1.5]","(1.0, 2.0]"
taipan jade,"(1.0, 1.5]","(1.0, 2.0]"
tampines street 11,"(0.0, 1.0]","(1.0, 2.0]"
tampines street 11,"(1.0, 1.5]","(1.0, 2.0]"
tampines street 11,"(1.5, 2.0]","(1.0, 2.0]"
tan quee lan street,"(0.0, 1.0]","(2.0, 3.0]"
tanah merah kechil ridge,"(0.0, 1.0]","(1.0, 2.0]"
tanamera crest,"(0.0, 1.0]","(1.0, 2.0]"
tanamera crest,"(1.0, 1.5]","(1.0, 2.0]"
tanglin hill,"(2.5, 3.0]","(3.0, 4.0]"
tanglin hill condominium,"(5.0, 15.0]","(3.0, 4.0]"
tanglin park,"(1.0, 1.5]","(2.0, 3.0]"
tanglin park,"(1.5, 2.0]","(2.0, 3.0]"
tanglin regency,"(0.0, 1.0]","(1.0, 2.0]"
tanglin regency,"(1.0, 1.5]","(1.0, 2.0]"
tanglin view,"(0.0, 1.0]","(1.0, 2.0]"
tanglin view,"(1.0, 1.5]","(1.0, 2.0]"
tanjong katong road,"(1.0, 1.5]","(1.0, 2.0]"
tanjong ria condominium,"(0.0, 1.0]","(1.0, 2.0]"
tanjong ria condominium,"(1.0, 1.5]","(1.0, 2.0]"
tedge,"(0.0, 1.0]","(1.0, 2.0]"
tedge,"(1.0, 1.5]","(1.0, 2.0]"
tembeling centre,"(1.0, 1.5]","(1.0, 2.0]"
tembeling grove,"(1.5, 2.0]","(1.0, 2.0]"
tembeling residence,"(0.0, 1.0]","(1.0, 2.0]"
teresa ville,"(1.5, 2.0]","(1.0, 2.0]"
terrasse,"(0.0, 1.0]","(1.0, 2.0]"
terrasse,"(1.0, 1.5]","(1.0, 2.0]"
terrasse,"(2.0, 2.5]","(1.0, 2.0]"
terrene at bukit timah,"(0.0, 1.0]","(1.0, 2.0]"
terrene at bukit timah,"(1.5, 2.0]","(1.0, 2.0]"
textile centre,"(0.0, 1.0]","(1.0, 2.0]"
the 101,"(0.0, 1.0]","(2.0, 3.0]"
the abode at devonshire,"(1.0, 1.5]","(2.0, 3.0]"
the acacias,"(0.0, 1.0]","(1.0, 2.0]"
the acacias,"(1.5, 2.0]","(1.0, 2.0]"
the alps residences,"(0.0, 1.0]","(1.0, 2.0]"
the alps residences,"(1.0, 1.5]","(1.0, 2.0]"
the amarelle,"(0.0, 1.0]","(1.0, 2.0]"
the ambrosia,"(1.0, 1.5]","(1.0, 2.0]"
the amerald studio,"(5.0, 15.0]","(1.0, 2.0]"
the amore,"(0.0, 1.0]","(1.0, 2.0]"
the amore,"(1.0, 1.5]","(1.0, 2.0]"
the amore,"(1.5, 2.0]","(1.0, 2.0]"
the amston,"(1.0, 1.5]","(1.0, 2.0]"
the anchorage,"(1.5, 2.0]","(1.0, 2.0]"
the ansley,"(0.0, 1.0]","(1.0, 2.0]"
the ansley,"(1.0, 1.5]","(1.0, 2.0]"
the antares,"(0.0, 1.0]","(1.0, 2.0]"
the antares,"(1.0, 1.5]","(1.0, 2.0]"
the arc at draycott,"(1.0, 1.5]","(2.0, 3.0]"
the arc at draycott,"(1.5, 2.0]","(2.0, 3.0]"
the arcadia,"(3.0, 4.0]","(1.0, 2.0]"
the arden,"(0.0, 1.0]","(1.0, 2.0]"
the arden,"(1.0, 1.5]","(1.0, 2.0]"
the aristo @ amber,"(0.0, 1.0]","(2.0, 3.0]"
the armadale,"(1.0, 1.5]","(1.0, 2.0]"
the arris,"(0.0, 1.0]","(2.0, 3.0]"
the arte,"(1.0, 1.5]","(1.0, 2.0]"
the arte,"(1.5, 2.0]","(1.0, 2.0]"
the aston,"(0.0, 1.0]","(2.0, 3.0]"
the aston,"(1.0, 1.5]","(1.0, 2.0]"
the aston,"(1.5, 2.0]","(1.0, 2.0]"
the atelier,"(0.0, 1.0]","(2.0, 3.0]"
the atelier,"(1.0, 1.5]","(2.0, 3.0]"
the atelier,"(1.5, 2.0]","(2.0, 3.0]"
the atelier,"(2.0, 2.5]","(2.0, 3.0]"
the atria at meyer,"(1.0, 1.5]","(2.0, 3.0]"
the avenir,"(0.0, 1.0]","(3.0, 4.0]"
the avenir,"(1.0, 1.5]","(3.0, 4.0]"
the avenir,"(1.5, 2.0]","(3.0, 4.0]"
the avenir,"(2.0, 2.5]","(3.0, 4.0]"
the axis,"(0.0, 1.0]","(1.0, 2.0]"
the azure,"(1.0, 1.5]","(2.0, 3.0]"
the azure,"(1.5, 2.0]","(2.0, 3.0]"
the azure,"(2.0, 2.5]","(2.0, 3.0]"
the azure,"(2.5, 3.0]","(2.0, 3.0]"
the azzuro,"(0.0, 1.0]","(1.0, 2.0]"
the bale,"(1.0, 1.5]","(1.0, 2.0]"
the balmoral spring,"(1.0, 1.5]","(2.0, 3.0]"
the bayshore,"(0.0, 1.0]","(1.0, 2.0]"
the bayshore,"(1.0, 1.5]","(1.0, 2.0]"
the bayshore,"(4.0, 5.0]","(2.0, 3.0]"
the beacon,"(0.0, 1.0]","(1.0, 2.0]"
the beacon,"(2.0, 2.5]","(1.0, 2.0]"
the beacon,"(2.5, 3.0]","(1.0, 2.0]"
the beacon edge,"(0.0, 1.0]","(1.0, 2.0]"
the belvedere,"(1.0, 1.5]","(1.0, 2.0]"
the bencoolen,"(0.0, 1.0]","(1.0, 2.0]"
the berth by the cove,"(1.0, 1.5]","(1.0, 2.0]"
the berth by the cove,"(1.5, 2.0]","(1.0, 2.0]"
the berth by the cove,"(3.0, 4.0]","(1.0, 2.0]"
the berth by the cove,"(5.0, 15.0]","(1.0, 2.0]"
the beverly,"(1.5, 2.0]","(1.0, 2.0]"
the beverly,"(2.5, 3.0]","(1.0, 2.0]"
the bliss,"(0.0, 1.0]","(1.0, 2.0]"
the blossomvale,"(1.5, 2.0]","(2.0, 3.0]"
the boulevard residence,"(2.0, 2.5]","(3.0, 4.0]"
the boutiq,"(0.0, 1.0]","(2.0, 3.0]"
the boutiq,"(1.0, 1.5]","(2.0, 3.0]"
the brownstone,"(0.0, 1.0]","(1.0, 2.0]"
the calypso,"(1.0, 1.5]","(1.0, 2.0]"
the calypso,"(2.0, 2.5]","(1.0, 2.0]"
the canopy,"(1.0, 1.5]","(1.0, 2.0]"
the cape,"(0.0, 1.0]","(2.0, 3.0]"
the cape,"(1.0, 1.5]","(2.0, 3.0]"
the cascadia,"(0.0, 1.0]","(2.0, 3.0]"
the cascadia,"(1.0, 1.5]","(1.0, 2.0]"
the cascadia,"(1.5, 2.0]","(1.0, 2.0]"
the cascadia,"(5.0, 15.0]","(1.0, 2.0]"
the cassandra,"(2.0, 2.5]","(1.0, 2.0]"
the centren,"(0.0, 1.0]","(1.0, 2.0]"
the centren,"(1.0, 1.5]","(1.0, 2.0]"
the centrio,"(0.0, 1.0]","(1.0, 2.0]"
the centris,"(1.0, 1.5]","(1.0, 2.0]"
the centris,"(1.5, 2.0]","(1.0, 2.0]"
the chuan,"(0.0, 1.0]","(2.0, 3.0]"
the citrine,"(0.0, 1.0]","(1.0, 2.0]"
the citron,"(0.0, 1.0]","(2.0, 3.0]"
the citron,"(1.0, 1.5]","(2.0, 3.0]"
the claymore,"(2.5, 3.0]","(3.0, 4.0]"
the claymore,"(3.0, 4.0]","(4.0, 5.0]"
the clearwater,"(0.0, 1.0]","(1.0, 2.0]"
the clearwater,"(1.0, 1.5]","(1.0, 2.0]"
the clement canopy,"(0.0, 1.0]","(1.0, 2.0]"
the clement canopy,"(1.0, 1.5]","(1.0, 2.0]"
the clift,"(0.0, 1.0]","(2.0, 3.0]"
the coast at sentosa cove,"(2.0, 2.5]","(2.0, 3.0]"
the coast at sentosa cove,"(2.5, 3.0]","(1.0, 2.0]"
the coast at sentosa cove,"(3.0, 4.0]","(1.0, 2.0]"
the coast at sentosa cove,"(4.0, 5.0]","(2.0, 3.0]"
the commodore,"(0.0, 1.0]","(1.0, 2.0]"
the commodore,"(1.0, 1.5]","(1.0, 2.0]"
the commodore,"(1.5, 2.0]","(1.0, 2.0]"
the concourse,"(0.0, 1.0]","(2.0, 3.0]"
the concourse,"(1.0, 1.5]","(2.0, 3.0]"
the concourse,"(2.0, 2.5]","(2.0, 3.0]"
the concourse,"(5.0, 15.0]","(2.0, 3.0]"
the cornwall,"(0.0, 1.0]","(2.0, 3.0]"
the cornwall,"(1.0, 1.5]","(1.0, 2.0]"
the cosmopolitan,"(1.0, 1.5]","(2.0, 3.0]"
the cosmopolitan,"(1.5, 2.0]","(2.0, 3.0]"
the coterie @ holland,"(0.0, 1.0]","(2.0, 3.0]"
the cotz,"(0.0, 1.0]","(1.0, 2.0]"
the creek @ bukit,"(0.0, 1.0]","(2.0, 3.0]"
the creek @ bukit,"(1.5, 2.0]","(1.0, 2.0]"
the crest,"(0.0, 1.0]","(2.0, 3.0]"
the crest,"(1.0, 1.5]","(2.0, 3.0]"
the crest,"(1.5, 2.0]","(2.0, 3.0]"
the cristallo,"(0.0, 1.0]","(1.0, 2.0]"
the cristallo,"(1.0, 1.5]","(1.0, 2.0]"
the criterion,"(1.0, 1.5]","(1.0, 2.0]"
the daffodil,"(0.0, 1.0]","(1.0, 2.0]"
the dairy farm,"(2.0, 2.5]","(1.0, 2.0]"
the dew,"(1.0, 1.5]","(1.0, 2.0]"
the diamond,"(0.0, 1.0]","(1.0, 2.0]"
the draycott,"(0.0, 1.0]","(3.0, 4.0]"
the draycott,"(1.0, 1.5]","(2.0, 3.0]"
the draycott,"(2.5, 3.0]","(2.0, 3.0]"
the eastside,"(1.0, 1.5]","(1.0, 2.0]"
the ebony,"(0.0, 1.0]","(2.0, 3.0]"
the eden at tampines,"(1.0, 1.5]","(0.0, 1.0]"
the edge on cairnhill,"(2.0, 2.5]","(2.0, 3.0]"
the edge on cairnhill,"(4.0, 5.0]","(3.0, 4.0]"
the element @ stevens,"(0.0, 1.0]","(2.0, 3.0]"
the element @ stevens,"(1.5, 2.0]","(1.0, 2.0]"
the elysia,"(0.0, 1.0]","(1.0, 2.0]"
the enclave . holland,"(0.0, 1.0]","(2.0, 3.0]"
the esparis,"(1.0, 1.5]","(0.0, 1.0]"
the essence,"(0.0, 1.0]","(1.0, 2.0]"
the essence,"(1.0, 1.5]","(1.0, 2.0]"
the essence,"(1.5, 2.0]","(1.0, 2.0]"
the esta,"(1.0, 1.5]","(2.0, 3.0]"
the estuary,"(0.0, 1.0]","(1.0, 2.0]"
the estuary,"(1.0, 1.5]","(1.0, 2.0]"
the floravale,"(1.0, 1.5]","(0.0, 1.0]"
the florence residences,"(0.0, 1.0]","(1.0, 2.0]"
the florence residences,"(1.0, 1.5]","(1.0, 2.0]"
the florence residences,"(1.5, 2.0]","(1.0, 2.0]"
the florentine,"(1.0, 1.5]","(1.0, 2.0]"
the florida,"(1.0, 1.5]","(1.0, 2.0]"
the florida,"(1.5, 2.0]","(0.0, 1.0]"
the ford @ holland,"(0.0, 1.0]","(2.0, 3.0]"
the ford @ holland,"(1.0, 1.5]","(2.0, 3.0]"
the ford @ holland,"(1.5, 2.0]","(2.0, 3.0]"
the foresta @ mount faber,"(0.0, 1.0]","(2.0, 3.0]"
the foresta @ mount faber,"(1.0, 1.5]","(1.0, 2.0]"
the foresta @ mount faber,"(1.5, 2.0]","(2.0, 3.0]"
the gale,"(0.0, 1.0]","(1.0, 2.0]"
the gale,"(1.5, 2.0]","(1.0, 2.0]"
the garden residences,"(0.0, 1.0]","(1.0, 2.0]"
the garden residences,"(1.0, 1.5]","(2.0, 3.0]"
the gardens at bishan,"(0.0, 1.0]","(1.0, 2.0]"
the gardens at bishan,"(1.0, 1.5]","(1.0, 2.0]"
the gardens at bishan,"(1.5, 2.0]","(1.0, 2.0]"
the gazania,"(0.0, 1.0]","(2.0, 3.0]"
